"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
5210202,3328122,"HK368993","05/17/2004 01:25:00 AM","070XX S ARTESIAN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,832,8,17,66,"02",1161256,1857991,2004,"04/15/2016 08:55:02 AM",41.766005988,-87.684500868,"(41.766005988, -87.684500868)"
5210427,3328396,"HK368751","05/16/2004 06:00:00 PM","006XX E 130TH PL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,533,5,9,54,"02",1183147,1819032,2004,"04/15/2016 08:55:02 AM",41.6586165,-87.605470318,"(41.6586165, -87.605470318)"
5211742,3329993,"HK370653","05/17/2004 01:30:00 PM","009XX W FLETCHER ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARK PROPERTY",FALSE,FALSE,1932,19,44,6,"02",1169446,1921085,2004,"04/15/2016 08:55:02 AM",41.93896787,-87.65264842,"(41.93896787, -87.65264842)"
5211826,3330091,"HK365801","05/14/2004 09:00:00 PM","016XX S SAWYER AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1022,10,24,29,"02",1154964,1891692,2004,"04/15/2016 08:55:02 AM",41.85861398,-87.706662657,"(41.85861398, -87.706662657)"
5211911,3330192,"HK371325","05/18/2004 01:32:41 AM","088XX S BURLEY AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VEHICLE NON-COMMERCIAL",TRUE,FALSE,424,4,7,46,"02",1199208,1846872,2004,"04/15/2016 08:55:02 AM",41.734624887,-87.54576877,"(41.734624887, -87.54576877)"
5212239,3330595,"HK367797","05/15/2004 03:30:00 AM","010XX N CLARK ST","0275","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","RESIDENCE",FALSE,TRUE,1824,18,42,8,"02",1175351,1907275,2004,"04/15/2016 08:55:02 AM",41.900941961,-87.631361699,"(41.900941961, -87.631361699)"
5212240,3330596,"HK370552","05/14/2004 10:00:00 PM","023XX N KOSTNER AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,2522,25,31,20,"02",1146665,1915237,2004,"04/15/2016 08:55:02 AM",41.923386265,-87.736524532,"(41.923386265, -87.736524532)"
5212592,3331018,"HK367148","05/11/2004 01:00:00 PM","121XX S LOWE AVE","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","RESIDENCE",FALSE,FALSE,523,5,34,53,"02",1174174,1824298,2004,"04/15/2016 08:55:02 AM",41.673270518,-87.638149168,"(41.673270518, -87.638149168)"
5212743,3331194,"HK371493","05/18/2004 06:27:30 AM","005XX E 72ND ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,323,3,6,69,"02",1180988,1857395,2004,"04/15/2016 08:55:02 AM",41.76393929,-87.61219489,"(41.76393929, -87.61219489)"
5212744,3331195,"HK366566","05/15/2004 05:30:00 PM","057XX S LAFAYETTE AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ABANDONED BUILDING",FALSE,FALSE,233,2,20,40,"02",1176965,1866682,2004,"04/15/2016 08:55:02 AM",41.789515411,-87.626660293,"(41.789515411, -87.626660293)"
5213451,3332148,"HK371624","05/17/2004 06:00:00 PM","063XX S ROCKWELL ST","0264","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESIDENCE",FALSE,TRUE,825,8,15,66,"02",1160128,1862553,2004,"04/15/2016 08:55:02 AM",41.778548046,-87.688510037,"(41.778548046, -87.688510037)"
5213503,3332214,"HK371343","05/18/2004 02:17:00 AM","023XX S WOOD ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","VEHICLE-COMMERCIAL",FALSE,FALSE,1034,10,25,31,"02",1164748,1888376,2004,"04/15/2016 08:55:02 AM",41.849312986,-87.670842927,"(41.849312986, -87.670842927)"
5213788,3332585,"HK364635","12/01/2003 07:00:00 AM","063XX S ARTESIAN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",TRUE,FALSE,825,7,15,66,"02",1161130,1862505,2003,"04/15/2016 08:55:02 AM",41.77839565,-87.684837947,"(41.77839565, -87.684837947)"
5214743,3333817,"HK374962","03/01/2002 12:00:00 AM","008XX W SUNNYSIDE AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,2313,19,46,3,"02",1169788,1930084,2002,"04/15/2016 08:55:02 AM",41.963653999,-87.651128226,"(41.963653999, -87.651128226)"
5215092,3334264,"HK373543","05/19/2004 03:32:00 AM","018XX N SAWYER AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1422,14,26,22,"02",1154298,1911933,2004,"04/15/2016 08:55:02 AM",41.91417061,-87.708566391,"(41.91417061, -87.708566391)"
5215256,3334475,"HK371253","05/18/2004 12:30:00 AM","064XX S JUSTINE ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","ALLEY",FALSE,FALSE,725,7,17,67,"02",1167110,1862121,2004,"04/15/2016 08:55:02 AM",41.777216063,-87.662925863,"(41.777216063, -87.662925863)"
5215345,3334583,"HK375428","05/19/2004 09:45:00 PM","037XX W DIVERSEY AVE","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","ALLEY",FALSE,FALSE,2524,25,35,22,"02",1151105,1918362,2004,"04/15/2016 08:55:02 AM",41.931875577,-87.720128118,"(41.931875577, -87.720128118)"
5215367,3334609,"HK373317","05/16/2004 11:00:00 PM","019XX N CICERO AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2533,25,31,19,"02",1144092,1912368,2004,"04/15/2016 08:55:02 AM",41.915562185,-87.746050965,"(41.915562185, -87.746050965)"
5215441,3334700,"HK375314","05/19/2004 09:25:00 PM","050XX W MONROE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,TRUE,1533,15,28,25,"02",1142511,1899185,2004,"04/15/2016 08:55:02 AM",41.879416066,-87.75218757,"(41.879416066, -87.75218757)"
5215860,3335199,"HK371215","05/17/2004 11:30:00 PM","072XX S MERRILL AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,TRUE,333,3,5,43,"02",1191807,1857433,2004,"04/15/2016 08:55:02 AM",41.763787825,-87.572540154,"(41.763787825, -87.572540154)"
5216283,3335758,"HK373335","05/17/2004 03:45:00 PM","077XX S WABASH AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,623,6,6,69,"02",1178052,1853809,2004,"04/15/2016 08:55:02 AM",41.754165944,-87.623064444,"(41.754165944, -87.623064444)"
5216563,3336111,"HK374444","05/19/2004 04:00:00 AM","027XX W JARVIS AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VEHICLE NON-COMMERCIAL",TRUE,FALSE,2411,24,50,2,"02",1156660,1948956,2004,"04/15/2016 08:55:02 AM",42.015716284,-87.698881598,"(42.015716284, -87.698881598)"
5216821,3336442,"HK376220","05/20/2004 09:00:00 AM","109XX S EWING AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,432,4,10,52,"02",1202199,1833001,2004,"04/15/2016 08:55:02 AM",41.696486156,-87.535282363,"(41.696486156, -87.535282363)"
5216976,3336621,"HK354065","05/09/2004 11:00:00 PM","081XX S PEORIA ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","RESIDENCE",FALSE,FALSE,613,6,21,71,"02",1171723,1850878,2004,"04/15/2016 08:55:02 AM",41.746263938,-87.646343853,"(41.746263938, -87.646343853)"
5216981,3336628,"HK374322","05/18/2004 02:40:00 PM","049XX W OHIO ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,1532,15,37,25,"02",1143338,1903540,2004,"04/15/2016 08:55:02 AM",41.891351303,-87.749042039,"(41.891351303, -87.749042039)"
5216996,3336645,"HK373366","05/18/2004 09:00:00 PM","113XX S HERMOSA AVE","0275","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","RESIDENCE",FALSE,FALSE,2212,22,19,75,"02",1165743,1829619,2004,"04/15/2016 08:55:02 AM",41.688054791,-87.668857151,"(41.688054791, -87.668857151)"
5217729,3337595,"HK375119","05/19/2004 07:48:15 PM","014XX E 73RD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,324,3,5,43,"02",1187233,1856882,2004,"04/15/2016 08:55:02 AM",41.762385622,-87.589322086,"(41.762385622, -87.589322086)"
5218188,3338124,"HK376090","05/20/2004 10:09:15 AM","050XX W WASHINGTON BLVD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1532,15,28,25,"02",1142758,1900033,2004,"04/15/2016 08:55:02 AM",41.881738489,-87.751259495,"(41.881738489, -87.751259495)"
5219294,3339420,"HK377268","07/24/2003 12:30:00 PM","076XX S ARTESIAN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,835,8,18,70,"02",1161372,1853845,2003,"04/15/2016 08:55:02 AM",41.754626354,-87.68419036,"(41.754626354, -87.68419036)"
5219551,3339740,"HK382016","10/01/2003 12:00:00 AM","111XX S HOMAN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,2211,22,19,74,"02",1155685,1830409,2003,"04/15/2016 08:55:02 AM",41.690429702,-87.705657905,"(41.690429702, -87.705657905)"
5219561,3339752,"HK375615","05/20/2004 01:00:00 AM","115XX S MICHIGAN AVE","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","SIDEWALK",TRUE,FALSE,532,5,9,53,"02",1178915,1828031,2004,"04/15/2016 08:55:02 AM",41.68340816,-87.620683821,"(41.68340816, -87.620683821)"
5219562,3339753,"HK380326","05/22/2004 06:20:00 AM","0000X E 31ST ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VEHICLE NON-COMMERCIAL",FALSE,FALSE,2113,2,3,35,"02",1177394,1884474,2004,"04/15/2016 08:55:02 AM",41.838328526,-87.624549213,"(41.838328526, -87.624549213)"
5219736,3339963,"HK369720","12/19/2003 05:00:00 PM","060XX S DAMEN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,714,7,15,67,"02",1164061,1864623,2003,"04/15/2016 08:55:02 AM",41.784146563,-87.674033163,"(41.784146563, -87.674033163)"
5219861,3340146,"HK290547","01/01/2004 08:00:00 AM","005XX N AVERS AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,1122,11,27,23,"02",1150629,1903235,2004,"04/15/2016 08:55:02 AM",41.890374989,-87.722273395,"(41.890374989, -87.722273395)"
5220140,3340479,"HK384063","02/24/2004 07:30:00 AM","067XX N NORTHWEST HWY","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,1612,16,41,9,"02",1124699,1944129,2004,"04/15/2016 08:55:02 AM",42.003060358,-87.816596977,"(42.003060358, -87.816596977)"
5220379,3340782,"HK383981","05/24/2004 06:34:00 AM","017XX N ALBANY AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1421,14,26,23,"02",1155383,1911421,2004,"04/15/2016 08:55:02 AM",41.912743881,-87.704594054,"(41.912743881, -87.704594054)"
5220386,3340791,"HK382825","05/23/2004 06:00:00 AM","015XX W 90TH ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",TRUE,FALSE,2221,22,21,73,"02",1167440,1845043,2004,"04/15/2016 08:55:02 AM",41.730344615,-87.662204469,"(41.730344615, -87.662204469)"
5220411,3340825,"HK380951","05/17/2004 01:45:00 AM","018XX S WABASH AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,132,1,3,33,"02",1177049,1891470,2004,"04/15/2016 08:55:02 AM",41.857533855,-87.625603607,"(41.857533855, -87.625603607)"
5220566,3341002,"HK370501","05/15/2004 02:00:00 AM","039XX S COTTAGE GROVE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,213,2,4,38,"02",1182257,1879204,2004,"04/15/2016 08:55:02 AM",41.823755781,-87.606868273,"(41.823755781, -87.606868273)"
5221008,3341523,"HK382413","04/21/2004 02:30:00 PM","013XX E 71ST PL","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,324,3,5,43,"02",1186327,1857862,2004,"04/15/2016 08:55:02 AM",41.765096287,-87.592611729,"(41.765096287, -87.592611729)"
5221020,3341536,"HK382329","05/23/2004 05:40:00 AM","032XX W MADISON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARKING LOT/GARAGE(NON.RESID.)",TRUE,FALSE,1124,11,28,27,"02",1154790,1899835,2004,"04/15/2016 08:55:02 AM",41.880962723,-87.707083289,"(41.880962723, -87.707083289)"
5221067,3341595,"HK382305","05/22/2004 11:30:00 PM","044XX W CARROLL AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,1113,11,28,26,"02",1146809,1901930,2004,"04/15/2016 08:55:02 AM",41.886867715,-87.736335704,"(41.886867715, -87.736335704)"
5221550,3342203,"HK384557","05/24/2004 01:00:00 AM","082XX S COTTAGE GROVE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,631,6,6,44,"02",1182989,1850634,2004,"04/15/2016 08:55:02 AM",41.745340136,-87.605070606,"(41.745340136, -87.605070606)"
5221727,3342441,"HK382243","05/22/2004 02:00:00 AM","030XX N KENMORE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1932,19,44,6,"02",1168750,1920397,2004,"04/15/2016 08:55:02 AM",41.937095103,-87.655226385,"(41.937095103, -87.655226385)"
5221765,3342484,"HK384925","05/24/2004 01:40:31 PM","088XX S ANTHONY AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,412,4,8,48,"02",1193458,1847023,2004,"04/15/2016 08:55:02 AM",41.735181698,-87.566828891,"(41.735181698, -87.566828891)"
5221798,3342520,"HK380550","05/21/2004 11:55:00 PM","057XX S HAMLIN AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","OTHER",FALSE,FALSE,822,8,13,62,"02",1152014,1866457,2004,"04/15/2016 08:55:02 AM",41.789424332,-87.718154385,"(41.789424332, -87.718154385)"
5221933,3342701,"HK386212","05/25/2004 02:18:00 AM","016XX W GARFIELD BLVD","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","OTHER",FALSE,FALSE,715,7,15,67,"02",1166480,1868110,2004,"04/15/2016 08:55:02 AM",41.793664077,-87.665064794,"(41.793664077, -87.665064794)"
5222454,3343315,"HK361614","12/15/2003 01:00:00 AM","030XX S KEELER AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1031,10,22,30,"02",1148870,1883984,2003,"04/15/2016 08:55:02 AM",41.837582116,-87.729230812,"(41.837582116, -87.729230812)"
5222488,3343351,"HK385857","05/24/2004 08:41:07 PM","004XX S CENTRAL AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,1513,15,29,25,"02",1139129,1897372,2004,"04/15/2016 08:55:02 AM",41.874503125,-87.764650028,"(41.874503125, -87.764650028)"
5222844,3343788,"HK381135","05/01/2004 09:30:00 PM","080XX S MANISTEE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,422,4,7,46,"02",1195902,1852229,2004,"04/15/2016 08:55:02 AM",41.7494073,-87.557703347,"(41.7494073, -87.557703347)"
5223220,3344243,"HK383172","05/23/2004 04:30:00 PM","038XX W WELLINGTON AVE","0262","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER FIREARM","SIDEWALK",TRUE,TRUE,2523,25,30,21,"02",1150414,1919670,2004,"04/15/2016 08:55:02 AM",41.935478373,-87.722633218,"(41.935478373, -87.722633218)"
5223479,3344580,"HK388474","05/26/2004 01:00:00 AM","064XX S LONG AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,TRUE,813,8,13,64,"02",1141515,1861393,2004,"04/15/2016 08:55:02 AM",41.775727538,-87.756776052,"(41.775727538, -87.756776052)"
5224085,3345344,"HK381208","05/22/2004 03:44:11 PM","093XX S MERRILL AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,413,4,7,48,"02",1192136,1843560,2004,"04/15/2016 08:55:02 AM",41.725711105,-87.571784322,"(41.725711105, -87.571784322)"
5224155,3345448,"HK376010","05/20/2004 09:02:00 AM","010XX N HAMLIN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",TRUE,FALSE,1112,11,27,23,"02",1150861,1906644,2004,"04/15/2016 08:55:02 AM",41.899725095,-87.721332074,"(41.899725095, -87.721332074)"
5224221,3345524,"HK385427","05/22/2004 10:30:00 PM","050XX W CONGRESS PKWY","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,1533,15,29,25,"02",1142843,1897212,2004,"04/15/2016 08:55:02 AM",41.873995731,-87.751017654,"(41.873995731, -87.751017654)"
5224779,3346208,"HK381626","05/22/2004 04:00:00 AM","063XX S DR MARTIN LUTHER KING JR DR","0266","CRIM SEXUAL ASSAULT","PREDATORY","ABANDONED BUILDING",FALSE,FALSE,312,3,20,69,"02",1180005,1863280,2004,"04/15/2016 08:55:02 AM",41.780110888,-87.615617777,"(41.780110888, -87.615617777)"
5225119,3346664,"HK384640","05/24/2004 11:00:00 AM","007XX S CLAREMONT AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,1225,11,2,28,"02",1160837,1896681,2004,"04/15/2016 08:55:02 AM",41.872184627,-87.684966578,"(41.872184627, -87.684966578)"
5225156,3346708,"HK386182","05/23/2004 12:30:00 AM","052XX S INDIANA AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,232,2,3,40,"02",1178486,1870408,2004,"04/15/2016 08:55:02 AM",41.799705464,-87.62097009,"(41.799705464, -87.62097009)"
5225777,3347470,"HK386081","05/24/2004 10:57:14 PM","013XX W 76TH ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,612,6,17,71,"02",1168631,1854370,2004,"04/15/2016 08:55:02 AM",41.755913646,-87.657573136,"(41.755913646, -87.657573136)"
5225845,3347568,"HK386835","05/25/2004 11:31:12 AM","076XX S DAMEN AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","ALLEY",FALSE,FALSE,611,6,18,71,"02",1164354,1853895,2004,"04/15/2016 08:55:02 AM",41.754701298,-87.673260772,"(41.754701298, -87.673260772)"
5226083,3347864,"HK386158","05/25/2004 12:48:09 AM","002XX N MASON AVE","0274","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER DANG WEAPON","CHA HALLWAY/STAIRWELL/ELEVATOR",TRUE,FALSE,1512,15,29,25,"02",1136729,1901077,2004,"04/15/2016 08:55:02 AM",41.884713441,-87.773373163,"(41.884713441, -87.773373163)"
5226599,3348535,"HK390481","01/01/2004 12:00:00 AM","037XX N MOZART ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,1733,17,33,16,"02",1156718,1924748,2004,"04/15/2016 08:55:02 AM",41.949287185,-87.699327535,"(41.949287185, -87.699327535)"
5226724,3348713,"HK390739","05/27/2004 12:00:00 AM","048XX S WOLCOTT AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",TRUE,TRUE,915,9,20,61,"02",1164505,1872488,2004,"04/15/2016 08:55:02 AM",41.805719742,-87.67218351,"(41.805719742, -87.67218351)"
5226787,3348800,"HK392644","05/27/2004 09:30:00 AM","120XX S STATE ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,523,5,9,53,"02",1178416,1825258,2004,"04/15/2016 08:55:02 AM",41.675809944,-87.622594212,"(41.675809944, -87.622594212)"
5228226,3350602,"HK395134","05/29/2004 04:27:00 AM","012XX N DAMEN AVE","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","OTHER",FALSE,FALSE,1424,14,1,24,"02",1162837,1908452,2004,"04/15/2016 08:55:02 AM",41.904443523,-87.677293325,"(41.904443523, -87.677293325)"
5228315,3350700,"HK393505","05/28/2004 03:40:00 AM","014XX W WASHBURNE AVE","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","CHA APARTMENT",FALSE,FALSE,1231,12,2,28,"02",1166791,1894472,2004,"04/15/2016 08:55:02 AM",41.865997456,-87.663170272,"(41.865997456, -87.663170272)"
5229278,3351889,"HK393398","05/28/2004 04:00:00 AM","018XX N KEDZIE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1421,14,26,22,"02",1154761,1911897,2004,"04/15/2016 08:55:02 AM",41.914062555,-87.706866365,"(41.914062555, -87.706866365)"
5229833,3352540,"HK396231","05/22/2004 07:30:00 PM","056XX N OSAGE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,1614,16,41,10,"02",1122187,1936617,2004,"04/15/2016 08:55:02 AM",41.982487879,-87.826002436,"(41.982487879, -87.826002436)"
5229853,3352569,"HK394843","05/23/2004 07:00:00 AM","111XX S EDBROOKE AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","APARTMENT",FALSE,FALSE,531,5,9,49,"02",1179178,1831228,2004,"04/15/2016 08:55:02 AM",41.692175217,-87.619624117,"(41.692175217, -87.619624117)"
5230162,3352972,"HK396150","05/29/2004 05:00:00 AM","014XX N MILWAUKEE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1424,14,1,24,"02",1163936,1909634,2004,"04/15/2016 08:55:02 AM",41.907663881,-87.67322299,"(41.907663881, -87.67322299)"
5230531,3353413,"HK399018","05/16/2004 07:00:00 AM","002XX W 105TH ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,512,5,34,49,"02",1176533,1835314,2004,"04/15/2016 08:55:02 AM",41.703447527,-87.629185507,"(41.703447527, -87.629185507)"
5230783,3353729,"HK397216","05/29/2004 10:30:00 PM","122XX S HARVARD AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,523,5,34,53,"02",1176166,1823687,2004,"04/15/2016 08:55:02 AM",41.671549506,-87.630876549,"(41.671549506, -87.630876549)"
5230928,3353923,"HK394765","05/28/2004 05:00:00 PM","017XX E 75TH ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","ALLEY",FALSE,FALSE,324,3,8,43,"02",1189278,1855597,2004,"04/15/2016 08:55:02 AM",41.758810689,-87.58186813,"(41.758810689, -87.58186813)"
5230990,3354003,"HK392138","05/27/2004 03:00:00 PM","016XX E 72ND ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,324,3,8,43,"02",1188565,1857572,2004,"04/15/2016 08:55:02 AM",41.764247324,-87.584418173,"(41.764247324, -87.584418173)"
5231501,3354625,"HK395873","05/29/2004 07:00:00 AM","061XX N LINCOLN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",TRUE,FALSE,1711,17,50,13,"02",1153209,1940692,2004,"04/15/2016 08:55:02 AM",41.993108988,-87.711800961,"(41.993108988, -87.711800961)"
5231632,3354779,"HK400593","06/01/2004 01:27:47 AM","039XX W GRENSHAW ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1132,11,24,29,"02",1150321,1894751,2004,"04/15/2016 08:55:02 AM",41.867099967,-87.723625867,"(41.867099967, -87.723625867)"
5231667,3354820,"HK400728","06/01/2004 05:58:05 AM","032XX W MAYPOLE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1123,11,28,27,"02",1154662,1900797,2004,"04/15/2016 08:55:02 AM",41.88360511,-87.70752754,"(41.88360511, -87.70752754)"
5231852,3355064,"HK399917","05/30/2004 02:45:00 AM","013XX E 55TH ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,2131,2,4,41,"02",1185710,1868787,2004,"04/15/2016 08:55:02 AM",41.795089977,-87.594529147,"(41.795089977, -87.594529147)"
5231950,3355195,"HK396777","05/29/2004 10:10:00 PM","007XX W GARFIELD BLVD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,711,7,3,68,"02",1172120,1868262,2004,"04/15/2016 08:55:02 AM",41.793959011,-87.644378904,"(41.793959011, -87.644378904)"
5232218,3355562,"HK398705","05/31/2004 12:01:00 AM","016XX W 59TH ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","STREET",FALSE,FALSE,714,7,15,67,"02",1166255,1865581,2004,"04/15/2016 08:55:02 AM",41.786728988,-87.66596184,"(41.786728988, -87.66596184)"
5232654,3356141,"HK400525","06/01/2004 10:00:00 PM","013XX W TOUHY AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2423,24,49,1,"02",1165922,1947966,2004,"04/15/2016 08:55:02 AM",42.012806272,-87.66482899,"(42.012806272, -87.66482899)"
5232815,3356338,"HK396166","05/29/2004 03:53:20 PM","048XX S CALUMET AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","APARTMENT",TRUE,FALSE,224,2,3,38,"02",1179252,1872940,2004,"04/15/2016 08:55:02 AM",41.806636042,-87.618083716,"(41.806636042, -87.618083716)"
5233018,3356587,"HK394388","05/27/2004 10:30:00 PM","071XX S WOOD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,735,7,17,67,"02",1165581,1857439,2004,"04/15/2016 08:55:02 AM",41.764400605,-87.668663817,"(41.764400605, -87.668663817)"
