"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
3783311,1618267,"G394848","06/26/2001 12:00:00 PM","016XX N KEATING AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,2533,25,NA,NA,"02",1144514,1910633,2001,"08/17/2015 03:03:40 PM",41.910793223,-87.744544314,"(41.910793223, -87.744544314)"
3783675,1618713,"G392266","07/04/2001 11:30:00 PM","018XX E HAYES DR","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARK PROPERTY",FALSE,FALSE,331,3,NA,NA,"02",1189329,1863347,2001,"08/17/2015 03:03:40 PM",41.780076103,-87.581432916,"(41.780076103, -87.581432916)"
3783753,1618817,"G394756","07/06/2001 06:35:12 PM","026XX S STATE ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VACANT LOT/LAND",FALSE,FALSE,2113,2,NA,NA,"02",1176675,1887088,2001,"08/17/2015 03:03:40 PM",41.845517789,-87.627108674,"(41.845517789, -87.627108674)"
3783765,1618835,"G392517","07/05/2001 04:00:00 PM","072XX S PAULINA ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","GAS STATION",TRUE,FALSE,735,7,NA,NA,"02",1166226,1856634,2001,"08/17/2015 03:03:40 PM",41.762177874,-87.6663226,"(41.762177874, -87.6663226)"
3784164,1619335,"G394905","07/05/2001 12:01:00 AM","067XX S ASHLAND AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,725,7,NA,NA,"02",1166868,1860194,2001,"08/17/2015 03:03:40 PM",41.771933301,-87.663868026,"(41.771933301, -87.663868026)"
3784364,1619584,"G397777","07/08/2001 04:30:00 AM","013XX S WABASH AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,132,1,NA,NA,"02",1176935,1894315,2001,"08/17/2015 03:03:40 PM",41.865343299,-87.625936006,"(41.865343299, -87.625936006)"
3784445,1619676,"G395641","07/07/2001 03:21:58 AM","092XX S STONY ISLAND AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,413,4,NA,NA,"02",1188359,1844261,2001,"08/17/2015 03:03:40 PM",41.727725583,-87.585597159,"(41.727725583, -87.585597159)"
3785048,1620389,"G396619","07/07/2001 02:51:42 PM","019XX N KOSTNER AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2533,25,NA,NA,"02",1146706,1912501,2001,"08/17/2015 03:03:40 PM",41.91587763,-87.736443854,"(41.91587763, -87.736443854)"
3785066,1620409,"G397683","07/08/2001 03:22:47 AM","076XX S ABERDEEN ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,612,6,NA,NA,"02",1170261,1854378,2001,"08/17/2015 03:03:40 PM",41.755900309,-87.651599326,"(41.755900309, -87.651599326)"
3785073,1620416,"G398095","07/08/2001 02:00:00 AM","095XX S HARVARD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,511,5,NA,NA,"02",1175580,1841889,2001,"08/17/2015 03:03:40 PM",41.721511581,-87.632479207,"(41.721511581, -87.632479207)"
3785231,1620617,"G398332","07/08/2001 05:00:00 AM","066XX N LAKEWOOD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2432,24,NA,NA,"02",1166334,1944412,2001,"08/17/2015 03:03:40 PM",42.003045198,-87.66341537,"(42.003045198, -87.66341537)"
3785252,1620647,"G397198","07/06/2001 08:00:00 PM","027XX W OGDEN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",FALSE,FALSE,1023,10,NA,NA,"02",1158452,1892995,2001,"08/17/2015 03:03:40 PM",41.862118973,-87.693823763,"(41.862118973, -87.693823763)"
3785337,1620746,"G395973","07/07/2001 08:30:00 AM","044XX W MADISON ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","STREET",FALSE,FALSE,1113,11,NA,NA,"02",1146423,1899677,2001,"08/17/2015 03:03:40 PM",41.880692583,-87.737810629,"(41.880692583, -87.737810629)"
3785709,1621184,"G368849","06/24/2001 08:30:00 PM","097XX S AVENUE L","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,432,4,NA,NA,"02",1201751,1841238,2001,"08/17/2015 03:03:40 PM",41.719100544,-87.536643603,"(41.719100544, -87.536643603)"
3785843,1621346,"G392255","07/05/2001 03:00:00 AM","001XX E 75 ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,323,3,NA,NA,"02",1178500,1855357,2001,"08/17/2015 03:03:40 PM",41.758403669,-87.621375734,"(41.758403669, -87.621375734)"
3786226,1621787,"G398450","07/08/2001 02:20:00 PM","013XX W 52 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARK PROPERTY",TRUE,FALSE,933,9,NA,NA,"02",1168525,1870247,2001,"08/17/2015 03:03:40 PM",41.799484383,-87.657504322,"(41.799484383, -87.657504322)"
3786258,1621830,"G394013","07/05/2001 11:00:00 PM","053XX W MADISON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","SIDEWALK",FALSE,FALSE,1522,15,NA,NA,"02",1140992,1899550,2001,"08/17/2015 03:03:40 PM",41.880445761,-87.757756186,"(41.880445761, -87.757756186)"
3786293,1621881,"G394236","06/30/2001 03:00:00 AM","053XX S WABASH AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","RESIDENCE",FALSE,FALSE,232,2,NA,NA,"02",1177589,1869346,2001,"08/17/2015 03:03:40 PM",41.796811588,-87.624291732,"(41.796811588, -87.624291732)"
3786503,1622150,"G397769","07/08/2001 04:00:00 AM","003XX W ERIE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","TAVERN/LIQUOR STORE",FALSE,FALSE,1831,18,NA,NA,"02",1174090,1904761,2001,"08/17/2015 03:03:40 PM",41.89407163,-87.636068448,"(41.89407163, -87.636068448)"
3787289,1623196,"G399717","07/09/2001 06:56:55 AM","115XX S FRONT AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","CHURCH/SYNAGOGUE/PLACE OF WORSHIP",FALSE,FALSE,532,5,NA,NA,"02",1181132,1828767,2001,"08/17/2015 03:03:40 PM",41.685377238,-87.612545675,"(41.685377238, -87.612545675)"
3787333,1623247,"G399087","07/08/2001 04:00:00 AM","008XX W GARFIELD BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",FALSE,FALSE,934,9,NA,NA,"02",1171871,1868424,2001,"08/17/2015 03:03:40 PM",41.794409029,-87.645287215,"(41.794409029, -87.645287215)"
3788585,1624818,"G401949","07/09/2001 02:00:00 AM","010XX W ROSEMONT AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2433,24,NA,NA,"02",1167967,1942044,2001,"08/17/2015 03:03:40 PM",41.996512147,-87.657476452,"(41.996512147, -87.657476452)"
3788611,1624857,"G401271","06/30/2001 07:00:00 PM","092XX S EUCLID AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,413,4,NA,NA,"02",1190754,1843999,2001,"08/17/2015 03:03:40 PM",41.726949204,-87.576832445,"(41.726949204, -87.576832445)"
3788631,1624884,"G404043","07/10/2001 09:50:00 PM","100XX S LUELLA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,431,4,NA,NA,"02",1193200,1838588,2001,"08/17/2015 03:03:40 PM",41.712041554,-87.568048795,"(41.712041554, -87.568048795)"
3788688,1624950,"G399578","07/09/2001 03:00:00 AM","041XX N CALIFORNIA AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","PARK PROPERTY",FALSE,FALSE,1724,17,NA,NA,"02",1157020,1927152,2001,"08/17/2015 03:03:40 PM",41.955877775,-87.698151932,"(41.955877775, -87.698151932)"
3789546,1625945,"G402457","07/10/2001 10:00:00 PM","0000X N LAVERGNE AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","OTHER",FALSE,FALSE,1533,15,NA,NA,"02",1143004,1899918,2001,"08/17/2015 03:03:40 PM",41.881418333,-87.750359046,"(41.881418333, -87.750359046)"
3790225,1626835,"G405845","07/11/2001 07:00:00 PM","024XX N KEELER AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,2524,25,NA,NA,"02",1148023,1915659,2001,"08/17/2015 03:03:40 PM",41.924518228,-87.731523819,"(41.924518228, -87.731523819)"
3790335,1626974,"G400763","07/09/2001 02:00:00 PM","048XX N MONTICELLO AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,1712,17,NA,NA,"02",1151134,1932072,2001,"08/17/2015 03:03:40 PM",41.969496267,-87.719660797,"(41.969496267, -87.719660797)"
3790655,1627353,"G404004","07/07/2001 04:30:00 PM","012XX S MILLARD AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VACANT LOT/LAND",FALSE,FALSE,1011,10,NA,NA,"02",1152275,1894177,2001,"08/17/2015 03:03:40 PM",41.865486539,-87.716467559,"(41.865486539, -87.716467559)"
3791383,1628260,"G405503","07/11/2001 03:30:00 PM","005XX S PULASKI RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","GAS STATION",FALSE,FALSE,1132,11,NA,NA,"02",1149767,1897386,2001,"08/17/2015 03:03:40 PM",41.874341491,-87.725591205,"(41.874341491, -87.725591205)"
3792131,1629201,"G310181","04/16/2001 10:00:00 PM","077XX S MERRILL AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,TRUE,414,4,NA,NA,"02",1191845,1853828,2001,"08/17/2015 03:03:40 PM",41.753894489,-87.572517734,"(41.753894489, -87.572517734)"
3792402,1629522,"G408847","07/12/2001 08:15:00 PM","060XX S VERNON AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",TRUE,TRUE,313,3,NA,NA,"02",1180343,1865296,2001,"08/17/2015 03:03:40 PM",41.785635238,-87.614316825,"(41.785635238, -87.614316825)"
3792562,1629728,"G394040","07/06/2001 12:46:03 PM","094XX S KING DR","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,633,6,NA,NA,"02",1180615,1842392,2001,"08/17/2015 03:03:40 PM",41.722777913,-87.614021665,"(41.722777913, -87.614021665)"
3793194,1630527,"G411390","07/14/2001 02:30:00 AM","070XX S CORNELL AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,332,3,NA,NA,"02",1188608,1858612,2001,"08/17/2015 03:03:40 PM",41.767100145,-87.584227373,"(41.767100145, -87.584227373)"
3793228,1630572,"G406286","07/11/2001 05:00:00 AM","021XX N KEELER AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,2522,25,NA,NA,"02",1147985,1914173,2001,"08/17/2015 03:03:40 PM",41.920441236,-87.731701757,"(41.920441236, -87.731701757)"
3794253,1631831,"G406199","07/11/2001 04:00:00 PM","014XX W 72 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,734,7,NA,NA,"02",1167957,1856960,2001,"08/17/2015 03:03:40 PM",41.763035454,-87.659968899,"(41.763035454, -87.659968899)"
3794385,1632003,"G411578","07/14/2001 01:00:00 AM","018XX N CLARK ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1814,18,NA,NA,"02",1174340,1912845,2001,"08/17/2015 03:03:40 PM",41.916248949,-87.634908554,"(41.916248949, -87.634908554)"
3794403,1632021,"G413615","07/14/2001 09:30:00 PM","013XX S MORGAN ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1232,12,NA,NA,"02",1170084,1893781,2001,"08/17/2015 03:03:40 PM",41.86403012,-87.651101655,"(41.86403012, -87.651101655)"
3795411,1633209,"G415196","07/15/2001 10:00:00 PM","015XX S TRUMBULL AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,1021,10,NA,NA,"02",1153582,1892149,2001,"08/17/2015 03:03:40 PM",41.859895607,-87.71172338,"(41.859895607, -87.71172338)"
3795433,1633236,"G413501","07/15/2001 02:30:00 AM","039XX N LINCOLN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,1923,19,NA,NA,"02",1162563,1925982,2001,"08/17/2015 03:03:40 PM",41.95255269,-87.677807502,"(41.95255269, -87.677807502)"
3795685,1633545,"G413554","07/15/2001 04:03:31 AM","047XX W MADISON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,1113,11,NA,NA,"02",1144672,1899558,2001,"08/17/2015 03:03:40 PM",41.880399194,-87.744243224,"(41.880399194, -87.744243224)"
3795915,1633825,"G414168","07/13/2001 02:00:00 AM","063XX S HALSTED ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,723,7,NA,NA,"02",1172092,1863010,2001,"08/17/2015 03:03:40 PM",41.779547552,-87.644635841,"(41.779547552, -87.644635841)"
3796344,1634332,"G415011","07/09/2001 11:00:00 AM","013XX W 62 ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,713,7,NA,NA,"02",1168578,1863665,2001,"08/17/2015 03:03:40 PM",41.781421458,-87.657499706,"(41.781421458, -87.657499706)"
3796591,1634683,"G415597","07/16/2001 06:00:00 AM","012XX W RANDOLPH ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","SMALL RETAIL STORE",FALSE,FALSE,1212,12,NA,NA,"02",1167957,1901159,2001,"08/17/2015 03:03:40 PM",41.884322045,-87.658696869,"(41.884322045, -87.658696869)"
3796881,1635051,"G411370","07/14/2001 04:11:59 AM","058XX S PRAIRIE AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","DELIVERY TRUCK",FALSE,FALSE,233,2,NA,NA,"02",1178992,1866585,2001,"08/17/2015 03:03:40 PM",41.789203274,-87.619230927,"(41.789203274, -87.619230927)"
3796891,1635066,"G413111","07/14/2001 10:20:19 PM","032XX W 62 ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,823,8,NA,NA,"02",1155717,1863292,2001,"08/17/2015 03:03:40 PM",41.780665599,-87.704661373,"(41.780665599, -87.704661373)"
3796940,1635129,"G412013","04/01/2001 12:01:00 AM","041XX N ST LOUIS AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,1723,17,NA,NA,"02",1152353,1927374,2001,"08/17/2015 03:03:40 PM",41.956580598,-87.715303091,"(41.956580598, -87.715303091)"
3797183,1635415,"G417985","07/17/2001 02:58:16 AM","061XX N LENOX AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","ALLEY",FALSE,FALSE,1621,16,NA,NA,"02",1141257,1940487,2001,"08/17/2015 03:03:40 PM",41.992776072,-87.755770418,"(41.992776072, -87.755770418)"
3797267,1635512,"G413341","07/14/2001 11:00:00 PM","048XX W BELMONT AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,2521,25,NA,NA,"02",1143298,1920791,2001,"08/17/2015 03:03:40 PM",41.938690624,-87.748757112,"(41.938690624, -87.748757112)"
3797448,1635715,"G415987","07/16/2001 12:20:00 AM","001XX W 18 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VACANT LOT/LAND",FALSE,FALSE,2111,2,NA,NA,"02",1175758,1891587,2001,"08/17/2015 03:03:40 PM",41.857884015,-87.630338769,"(41.857884015, -87.630338769)"
3798578,1637128,"G417937","07/17/2001 02:05:00 AM","023XX W CHASE AV","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","STREET",FALSE,FALSE,2411,24,NA,NA,"02",1159115,1948345,2001,"08/17/2015 03:03:40 PM",42.013989395,-87.689864889,"(42.013989395, -87.689864889)"
3798653,1637212,"G418345","06/29/2001 10:30:00 PM","016XX N OAKLEY AV","0266","CRIM SEXUAL ASSAULT","PREDATORY","APARTMENT",TRUE,FALSE,1434,14,NA,NA,"02",1160807,1911100,2001,"08/17/2015 03:03:40 PM",41.911752196,-87.684676517,"(41.911752196, -87.684676517)"
3798763,1637362,"G419331","07/17/2001 03:25:00 PM","057XX W SCHUBERT AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","SIDEWALK",FALSE,FALSE,2514,25,NA,NA,"02",1137548,1917406,2001,"08/17/2015 03:03:40 PM",41.929507473,-87.769971812,"(41.929507473, -87.769971812)"
3798773,1637375,"G416346","07/16/2001 12:01:00 AM","055XX W LE MOYNE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2532,25,NA,NA,"02",1139123,1909467,2001,"08/17/2015 03:03:40 PM",41.907693426,-87.764377599,"(41.907693426, -87.764377599)"
3798787,1637389,"G417888","07/16/2001 02:00:00 AM","065XX N ONARGA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1611,16,NA,NA,"02",1126985,1942790,2001,"08/17/2015 03:03:40 PM",41.999347851,-87.808216935,"(41.999347851, -87.808216935)"
3798923,1637565,"G415873","07/16/2001 10:12:27 AM","003XX W 96 ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","STREET",TRUE,FALSE,511,5,NA,NA,"02",1175841,1841307,2001,"08/17/2015 03:03:40 PM",41.719908659,-87.631540594,"(41.719908659, -87.631540594)"
3799382,1638111,"G420012","07/13/2001 11:00:00 PM","044XX S WALLACE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,935,9,NA,NA,"02",1173006,1875181,2001,"08/17/2015 03:03:40 PM",41.812925921,-87.640925615,"(41.812925921, -87.640925615)"
3799507,1638273,"G416807","07/15/2001 07:30:00 PM","064XX S MARSHFIELD AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,725,7,NA,NA,"02",1166467,1862133,2001,"08/17/2015 03:03:40 PM",41.777262724,-87.665282755,"(41.777262724, -87.665282755)"
3799990,1638923,"G420985","07/18/2001 01:00:00 AM","024XX W 63 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,825,8,NA,NA,"02",1161163,1862773,2001,"08/17/2015 03:03:40 PM",41.779130396,-87.684709556,"(41.779130396, -87.684709556)"
3800032,1638969,"G420253","07/18/2001 12:58:36 AM","025XX W WARREN BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VACANT LOT/LAND",FALSE,FALSE,1332,12,NA,NA,"02",1159748,1900313,2001,"08/17/2015 03:03:40 PM",41.882173677,-87.688864639,"(41.882173677, -87.688864639)"
3800453,1639462,"G418029","07/17/2001 03:57:03 AM","089XX S COTTAGE GROVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,633,6,NA,NA,"02",1183093,1845581,2001,"08/17/2015 03:03:40 PM",41.731471725,-87.604846262,"(41.731471725, -87.604846262)"
3800547,1639580,"G422520","07/17/2001 02:00:00 PM","099XX S VINCENNES AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE-COMMERCIAL",FALSE,FALSE,2213,22,NA,NA,"02",1169859,1839098,2001,"08/17/2015 03:03:40 PM",41.713978556,-87.653514877,"(41.713978556, -87.653514877)"
3800548,1639581,"G419608","03/20/2001 12:00:00 AM","001XX N LAVERGNE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,TRUE,1532,15,NA,NA,"02",1143075,1900184,2001,"08/17/2015 03:03:40 PM",41.882146946,-87.750091696,"(41.882146946, -87.750091696)"
3801001,1640154,"G406736","05/12/2001 04:45:00 AM","075XX S EMERALD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,621,6,NA,NA,"02",1172653,1854621,2001,"08/17/2015 03:03:40 PM",41.756514783,-87.64282606,"(41.756514783, -87.64282606)"
3801035,1640195,"G422678","07/19/2001 02:00:00 AM","045XX S DREXEL BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2123,2,NA,NA,"02",1182923,1874774,2001,"08/17/2015 03:03:40 PM",41.811584058,-87.604562822,"(41.811584058, -87.604562822)"
3801048,1640210,"G413862","07/15/2001 09:25:07 AM","006XX S CENTRAL AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE-GARAGE",FALSE,FALSE,1522,15,NA,NA,"02",1139193,1896571,2001,"08/17/2015 03:03:40 PM",41.87230391,-87.764434537,"(41.87230391, -87.764434537)"
3802013,1641471,"G423814","05/30/2001 07:00:00 AM","051XX W WINONA ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,1623,16,NA,NA,"02",1140880,1933795,2001,"08/17/2015 03:03:40 PM",41.974419676,-87.757322718,"(41.974419676, -87.757322718)"
3802246,1641779,"G424596","07/18/2001 11:00:00 PM","016XX W 46 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,914,9,NA,NA,"02",1166128,1874249,2001,"08/17/2015 03:03:40 PM",41.810517712,-87.666180826,"(41.810517712, -87.666180826)"
3802457,1642045,"G422807","07/19/2001 06:45:57 AM","044XX W LAKE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1113,11,NA,NA,"02",1146447,1901703,2001,"08/17/2015 03:03:40 PM",41.886251704,-87.737670865,"(41.886251704, -87.737670865)"
3802921,1642657,"G426873","07/20/2001 09:14:56 PM","112XX S DR MARTN LUTHR KING JR DR","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VEHICLE NON-COMMERCIAL",FALSE,FALSE,531,5,NA,NA,"02",1180864,1830748,2001,"08/17/2015 03:03:40 PM",41.69081953,-87.613466151,"(41.69081953, -87.613466151)"
3802977,1642716,"G425439","07/20/2001 09:39:15 AM","103XX S CORLISS AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,512,5,NA,NA,"02",1183367,1836391,2001,"08/17/2015 03:03:40 PM",41.706246891,-87.604127658,"(41.706246891, -87.604127658)"
3803097,1642879,"G427444","07/21/2001 03:25:00 AM","020XX W NORTH AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,1434,14,NA,NA,"02",1162292,1910677,2001,"08/17/2015 03:03:40 PM",41.910560507,-87.679232934,"(41.910560507, -87.679232934)"
3803286,1643112,"G421269","07/17/2001 01:00:00 PM","044XX N SIMONDS DR","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARK PROPERTY",FALSE,FALSE,2313,19,NA,NA,"02",1173184,1930204,2001,"08/17/2015 03:03:40 PM",41.963908408,-87.638638767,"(41.963908408, -87.638638767)"
3803288,1643114,"G425093","07/20/2001 05:50:00 AM","068XX S JEFFERY BL","0271","CRIM SEXUAL ASSAULT","ATTEMPT AGG: HANDGUN","APARTMENT",FALSE,TRUE,332,3,NA,NA,"02",1190692,1859708,2001,"08/17/2015 03:03:40 PM",41.770057596,-87.576553439,"(41.770057596, -87.576553439)"
3804527,1644651,"G427535","07/18/2001 06:00:00 PM","008XX W 103 ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VEHICLE NON-COMMERCIAL",FALSE,FALSE,2232,22,NA,NA,"02",1172240,1836576,2001,"08/17/2015 03:03:40 PM",41.707005894,-87.64486859,"(41.707005894, -87.64486859)"
3805562,1645920,"G420409","07/18/2001 06:41:20 AM","052XX S FEDERAL ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VACANT LOT/LAND",FALSE,FALSE,232,2,NA,NA,"02",1176637,1870101,2001,"08/17/2015 03:03:40 PM",41.798904876,-87.627760067,"(41.798904876, -87.627760067)"
3805595,1645959,"G431105","07/22/2001 01:00:00 PM","008XX W 50 PL","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,921,9,NA,NA,"02",1171320,1871316,2001,"08/17/2015 03:03:40 PM",41.802357073,-87.647223064,"(41.802357073, -87.647223064)"
3805793,1646186,"G419480","07/17/2001 06:00:00 PM","060XX S VERNON AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,313,3,NA,NA,"02",1180343,1865296,2001,"08/17/2015 03:03:40 PM",41.785635238,-87.614316825,"(41.785635238, -87.614316825)"
3805809,1646204,"G427900","07/21/2001 10:36:13 AM","0000X W 105 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,512,5,NA,NA,"02",1177506,1835377,2001,"08/17/2015 03:03:40 PM",41.703598521,-87.625620709,"(41.703598521, -87.625620709)"
3805936,1646340,"G429718","07/22/2001 03:30:00 AM","069XX S WOODLAWN AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","APARTMENT",FALSE,FALSE,321,3,NA,NA,"02",1185640,1859262,2001,"08/17/2015 03:03:40 PM",41.768954223,-87.595085711,"(41.768954223, -87.595085711)"
3805990,1646403,"G422606","07/19/2001 01:00:00 AM","064XX S MARSHFIELD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,725,7,NA,NA,"02",1166398,1861720,2001,"08/17/2015 03:03:40 PM",41.77613087,-87.665547465,"(41.77613087, -87.665547465)"
3806004,1646419,"G428110","07/21/2001 12:49:26 PM","039XX W 19 ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","STREET",FALSE,FALSE,1014,10,NA,NA,"02",1150495,1890307,2001,"08/17/2015 03:03:40 PM",41.854901709,-87.723103043,"(41.854901709, -87.723103043)"
3806098,1646530,"G426008","07/20/2001 03:00:00 PM","001XX S HAMLIN BL","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,1122,11,NA,NA,"02",1151050,1899125,2001,"08/17/2015 03:03:40 PM",41.879088474,-87.720835005,"(41.879088474, -87.720835005)"
